NO.	E_type1	Entity1	E_type2	Entity2	KeyWord	Relation
lj1nd922	Chemical	triterpenoid saponin glycyrrhizic acid	Disease	MVA	: null	JUXSTAPOSE
lj1nd922	Chemical	GA	Disease	MVA	: null	JUXSTAPOSE
dc1rufc4	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
edl89gmo	Chemical	TCM	Disease	upper respiratory tract infections	: used	METHOD_OF_WEAK
edl89gmo	Chemical	TCM	Disease	chronic bronchitis	: used	METHOD_OF_WEAK
q4r36tpw	Chemical	lipopolysaccharide	Disease	acute lung injury	: null	JUXSTAPOSE
q4r36tpw	Chemical	lipopolysaccharide	Disease	hemorrhagic shock plus lipopolysaccharide	: null	JUXSTAPOSE
q4r36tpw	Chemical	lipopolysaccharide	Disease	LPS	: null	JUXSTAPOSE
q4r36tpw	Chemical	lipopolysaccharide	Disease	LPS-induced fever	: null	JUXSTAPOSE
abs9rvjk	Chemical	testosterone17-O-尾-glucoside	Disease	tumor	: null	JUXSTAPOSE
x2kp0wpp	Chemical	VP	Disease	white spot syndrome	: null	JUXSTAPOSE
vcl3padl	Chemical	ammonia	Disease	white spot syndrome	: null	JUXSTAPOSE
vcl3padl	Chemical	nitric oxide	Disease	THC	: null	JUXSTAPOSE
vcl3padl	Chemical	nitric oxide	Disease	ALP	: null	JUXSTAPOSE
hujyoouk	Chemical	glycyrrhizic acid	Disease	white spot syndrome	: null	JUXSTAPOSE
hujyoouk	Chemical	Litopenaeus vannamei	Disease	white spot syndrome	: null	JUXSTAPOSE
on8w7mh6	Chemical	oxygen	Disease	bacterial coinfection	: collected;	NONE
jdjdeeh1	Chemical	coronavirus	Disease	deadly coronavirus and zoonotic influenza virus	: null	JUXSTAPOSE
1nl7q6cy	Chemical	RSV	Disease	bronchiolitis	: null	NONE
1nl7q6cy	Chemical	RSV	Disease	bronchiolitis	: unclear	NONE
fpsytchi	Chemical	IFN	Disease	s铆ntomas de infecci贸n v铆rica fueron m谩ximos en el d铆a 2 y disminuyeron r谩pidamente	: null	JUXSTAPOSE
fpsytchi	Chemical	IFN	Disease	s铆ntomas de infecci贸n v铆rica	: tarde	tarde
fpsytchi	Chemical	IFN	Disease	s铆ntomas de infecci贸n v铆rica fueron m谩ximos en el d铆a 2 y disminuyeron r谩pidamente	: tarde	tarde
fpsytchi	Chemical	IFN	Disease	s铆ntomas de infecci贸n v铆rica	: null	JUXSTAPOSE
a9q4b959	Chemical	oxygen	Disease	bacterial coinfection	: collected;	NONE
q0aasznp	Chemical	coronavirus	Disease	deadly coronavirus and zoonotic influenza virus	: null	JUXSTAPOSE
npy4cdk9	Chemical	RSV	Disease	bronchiolitis	: null	NONE
npy4cdk9	Chemical	RSV	Disease	bronchiolitis	: unclear	NONE
o4bmmdqa	Chemical	coronavirus	Disease	respiratory syncytial virus	: null	JUXSTAPOSE
o4bmmdqa	Chemical	coronavirus	Disease	influenza A	: null	JUXSTAPOSE
agij41jp	Chemical	ASA	Disease	Lactic acidosis	: null	JUXSTAPOSE
agij41jp	Chemical	ASA	Disease	ASA	: null	JUXSTAPOSE
agij41jp	Chemical	bicarbonates	Disease	metabolic acidosis	: null	JUXSTAPOSE
agij41jp	Chemical	bicarbonates	Disease	hypocapnia	: null	JUXSTAPOSE
agij41jp	Chemical	ASA	Disease	lactic acidosis	: seems	RESULT_OF_WEAK
agij41jp	Chemical	ASA	Disease	lactic acidosis	: null	JUXSTAPOSE
iw3uq2z9	Chemical	coronavirus	Disease	bronchiolitis	: null	JUXSTAPOSE
2esde0ds	Chemical	Corticosteroid	Disease	Hip Osteonecrosis	: null	JUXSTAPOSE
2esde0ds	Chemical	corticosteroid	Disease	osteonecrosis	: null	JUXSTAPOSE
7fjlg96m	Chemical	pravastatin	Disease	cardiovascular disease	: used	METHOD_OF_WEAK
ajog8uel	Chemical	lactate	Disease	hepatitis virus	: null	JUXSTAPOSE
ajog8uel	Chemical	lactate	Disease	anemia	: enhances	enhance in
ajog8uel	Chemical	lactate	Disease	thrombocytopenia	: enhances	enhance in
sa1grtdp		NONE	Chemical	Steroid		
sa1grtdp	Chemical	steroid	Disease	osteonecrosis	: null	JUXSTAPOSE
sa1grtdp	Chemical	corticosteroid	Disease	osteonecrosis	: null	JUXSTAPOSE
sa1grtdp	Chemical	corticosteroid	Disease	osteonecrosis	: is	be after
sa1grtdp	Chemical	steroids	Disease	osteonecrosis	: null	JUXSTAPOSE
sa1grtdp	Chemical	steroids	Disease	osteonecrosis	: null	JUXSTAPOSE
sa1grtdp	Chemical	corticosteroid	Disease	osteonecrosis	: null	JUXSTAPOSE
sa1grtdp	Chemical	corticosteroids	Disease	osteonecrosis	: secondary	secondary
sa1grtdp	Chemical	corticosteroids	Disease	hyperlipidemia	: secondary	secondary
sa1grtdp	Chemical	steroids	Disease	osteonecrosis	: null	NONE
sa1grtdp	Chemical	steroids	Disease	osteonecrosis	: treated	NONE
sa1grtdp	Chemical	steroids	Disease	osteonecrosis	: null	NONE
sa1grtdp	Chemical	steroids	Disease	osteonecrosis	: null	NONE
sa1grtdp	Chemical	steroids	Disease	osteonecrosis	: null	JUXSTAPOSE
9vrny92m	Chemical	corticosteroids	Disease	rheumatoid arthritis	: null	JUXSTAPOSE
9vrny92m	Chemical	corticosteroids	Disease	autoimmune diseases	: null	JUXSTAPOSE
8dcxsflu	Chemical	coronavirus	Disease	HIV-1	: null	JUXSTAPOSE
8dcxsflu	Chemical	coronavirus	Disease	Ebola virus	: null	JUXSTAPOSE
8dcxsflu	Chemical	coronavirus 229E	Disease	HIV-1	: null	JUXSTAPOSE
8dcxsflu	Chemical	coronavirus 229E	Disease	Ebola virus	: null	JUXSTAPOSE
8dcxsflu	Chemical	coronavirus	Disease	immunodeficiency	: null	JUXSTAPOSE
8dcxsflu	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus and Ebola virus	: null	JUXSTAPOSE
8dcxsflu	Chemical	N-formyl	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
axbibuo5	Chemical	coronavirus	Disease	acute respiratory syndrome	: null	JUXSTAPOSE
axbibuo5	Chemical	enfuvirtide	Disease	HIV	: null	JUXSTAPOSE
axbibuo5	Chemical	T-1249	Disease	HIV	: null	JUXSTAPOSE
8in6yuwf	Chemical	validate cyclophilins	Disease	HIV-1 and Chronic Hepatitis C virus infection	: null	JUXSTAPOSE
v1p8suyr	Chemical	TNFR	Disease	tumor	: null	JUXSTAPOSE
uyclgg83	Chemical	zinc mesoporphyrin	Disease	hepatoma	: investigated	INTERACT_WITH_WEAK
uyclgg83	Chemical	ZnMP	Disease	hepatoma	: investigated	INTERACT_WITH_WEAK
uyclgg83	Chemical	ZnMP	Disease	hepatoma	: null	JUXSTAPOSE
1jhzvrl3	Chemical	IFN	Disease	influenza A virus	: null	JUXSTAPOSE
00dxpxox	Chemical	PLA2	Disease	arthritis	: involved	involve in
00dxpxox	Chemical	PLA2	Disease	autoimmune diseases	: involved	involve in
g5xu2xye	Chemical	sPLA2-IIF	Disease	epidermal hyperplasia	: null	JUXSTAPOSE
g5xu2xye	Chemical	sPLA2-IIF	Disease	colonic diseases	: null	JUXSTAPOSE
g5xu2xye	Chemical	sPLA2-IIF	Disease	atherosclerosis	: null	JUXSTAPOSE
wggzeqwe	Chemical	T-ag	Disease	tumour	: null	JUXSTAPOSE
wggzeqwe	Chemical	T-ag	Disease	papilloma virus	: null	JUXSTAPOSE
wggzeqwe	Chemical	T-ag	Disease	cytomegalovirus processivity	: null	JUXSTAPOSE
sgh6adb2	Chemical	bortezomib	Disease	hematological malignancies	: become	RESULT_OF_WEAK
sgh6adb2	Chemical	bortezomib	Disease	peripheral neuropathy	: null	JUXSTAPOSE
40voizbv	Chemical	FDA	Disease	TPC	: null	JUXSTAPOSE
40voizbv	Chemical	TPC	Disease	TPC	: null	JUXSTAPOSE
z4zt5873	Chemical	amyloid	Disease	Alzheimer disease	: plays	play
z4zt5873	Chemical	amyloid	Disease	AD	: plays	play
z4zt5873	Chemical	amyloid	Disease	immunodeficiency virus	: plays	play
z4zt5873	Chemical	amyloid	Disease	HIV	: plays	play
z4zt5873	Chemical	amyloid	Disease	immunodeficiency syndrome	: plays	play
z4zt5873	Chemical	amyloid	Disease	AIDS	: plays	play
z4zt5873	Chemical	APP	Disease	Alzheimer disease	: plays	play
z4zt5873	Chemical	APP	Disease	AD	: plays	play
z4zt5873	Chemical	APP	Disease	immunodeficiency virus	: plays	play
z4zt5873	Chemical	APP	Disease	HIV	: plays	play
z4zt5873	Chemical	APP	Disease	immunodeficiency syndrome	: plays	play
z4zt5873	Chemical	APP	Disease	AIDS	: plays	play
ua5onkqa	Chemical	cholesterol	Disease	Newcastle Disease Virus	: investigated	investigate in
ua5onkqa	Chemical	cholesterol	Disease	Newcastle Disease Virus	: null	JUXSTAPOSE
ei61qlhy	Chemical	diphytanoyl phosphatidylcholine	Disease	DPhPS lipids	: null	NONE
ei61qlhy	Chemical	DPhPC	Disease	DPhPS lipids	: null	NONE
a177ab52	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
or95ro64	Chemical	caveolin-phosphorylating drug phorbol 12-myristate 13-acetate	Disease	Newcastle Disease Virus	: null	JUXSTAPOSE
or95ro64	Chemical	PMA	Disease	Newcastle Disease Virus	: null	JUXSTAPOSE
zkdyyepy	Chemical	coronavirus	Disease	Severe acute respiratory syndrome	: null	JUXSTAPOSE
09csacgb	Chemical	amino acid	Disease	hepatitis C virus	: null	JUXSTAPOSE
kk1pk8fn	Chemical	carboxyl	Disease	Severe Acute Respiratory Syndrome	: null	JUXSTAPOSE
ivt25ghy	Chemical	ATP	Disease	neuronal death	: described	described
ivt25ghy	Chemical	ATP	Disease	diabetes	: described	described
y5js9tj8	Chemical	TBX2	Disease	cancers	: overexpressed	overexpress in
y5js9tj8	Chemical	TBX2	Disease	melanoma	: overexpressed	overexpress in
y5js9tj8	Chemical	TBX2	Disease	cervical cancers	: overexpressed	overexpress in
y5js9tj8	Chemical	TBX2	Disease	epithelial tumor	: demonstrated	NONE
y5js9tj8	Chemical	E-cadherin	Disease	epithelial tumor	: demonstrated	INDICATE_WEAK
y5js9tj8	Chemical	TBX2	Disease	tumor	: block	DOWN-REGULATE_WEAK
7t25qas0	Chemical	nucleotide	Disease	tumour necrosis	: null	JUXSTAPOSE
7t25qas0	Chemical	IFN	Disease	tumour necrosis	: null	JUXSTAPOSE
3pddzfv3	Chemical	na	Disease	coronavirus encephalomyelitis CXCL13 deficiency impaired CNS accumulation	: null	JUXSTAPOSE
27dvsa27	Chemical	na	Disease	gliatropic coronavirus induced encephalomyelitis	: null	JUXSTAPOSE
rpvl4vmu	Chemical	PLX5622	Disease	brain injury	: allows	NONE
rpvl4vmu	Chemical	PLX5622	Disease	viral encephalitis	: allows	NONE
i57jjzcv	Chemical	antithymocyte globulin	Disease	TBI	: combined	combine with
i57jjzcv	Chemical	ATG	Disease	TBI	: combined	combine with
eexz23gk	Chemical	mycophenolate mofetil	Disease	TBI	: null	JUXSTAPOSE
eexz23gk	Chemical	rapamycin	Disease	TBI	: null	JUXSTAPOSE
eexz23gk	Chemical	cyclosporine	Disease	TBI	: null	JUXSTAPOSE
eexz23gk	Chemical	CSP	Disease	TBI	: null	JUXSTAPOSE
eexz23gk	Chemical	DLA	Disease	TBI	: null	JUXSTAPOSE
kv5zcpf9	Chemical	steroid	Disease	lymphocytopenia	: null	JUXSTAPOSE
bzl4zk2h	Chemical	Fludarabine	Disease	Comparison of Subcutaneous versus Intravenous Alemtuzumab for Graft-versus-Host Disease Prophylaxis	: null	JUXSTAPOSE
bzl4zk2h	Chemical	Melphalan	Disease	Comparison of Subcutaneous versus Intravenous Alemtuzumab for Graft-versus-Host Disease Prophylaxis	: null	JUXSTAPOSE
frqwe81o	Chemical	azoles	Disease	aspergillosis	: related	related
wx96quou	Chemical	galactomannan	Disease	invasive aspergillosis	: diagnose	PLAIN_DIAGNOSE_WEAK
wx96quou	Chemical	galactomannan	Disease	invasive aspergillosis	: diagnose	PLAIN_DIAGNOSE_WEAK
o4qy8c39	Chemical	cyclophosphamide	Disease	TBI	: null	JUXSTAPOSE
ce4wsvf1	Chemical	parainfluenza	Disease	parainfluenza virus	: null	JUXSTAPOSE
ce4wsvf1	Chemical	parainfluenza	Disease	respiratory syncytial virus	: null	JUXSTAPOSE
ce4wsvf1	Chemical	steroid	Disease	neutropenia	: null	JUXSTAPOSE
ce4wsvf1	Chemical	steroid	Disease	lymphopenia	: null	JUXSTAPOSE
8u3ieh3e	Chemical	coronavirus	Disease	respiratory syncytial virus	: detected	NONE
tdt5lm3x	Chemical	steroids	Disease	chronic leukemia	: null	JUXSTAPOSE
tdt5lm3x	Chemical	steroids	Disease	hematologic malignancies	: null	JUXSTAPOSE
si2ow6dt	Chemical	TBI	Disease	IPS	: null	JUXSTAPOSE
si2ow6dt	Chemical	carbon monoxide	Disease	IPS	: null	JUXSTAPOSE
si2ow6dt	Chemical	TBI	Disease	IPS	: associated	associate with
ovww4fii	Chemical	Cyclophosphamide	Disease	Impact of Community Respiratory Viral Infection	: null	JUXSTAPOSE
ovww4fii	Chemical	Cyclophosphamide	Disease	CRV	: null	JUXSTAPOSE
ovww4fii	Chemical	SibCy	Disease	AML	: null	JUXSTAPOSE
ovww4fii	Chemical	SibCy	Disease	MRD	: null	JUXSTAPOSE
ovww4fii	Chemical	SibCy	Disease	MRD	: null	JUXSTAPOSE
ovww4fii	Chemical	MTX	Disease	AML	: null	JUXSTAPOSE
ovww4fii	Chemical	MTX	Disease	MRD	: null	JUXSTAPOSE
ovww4fii	Chemical	MTX	Disease	MRD	: null	JUXSTAPOSE
imyfo83x	Chemical	amino acid	Disease	severe acute respiratory syndrome	: suitable	suitable
imyfo83x	Chemical	Clostridium botulinum	Disease	Clostridium botulinum neurotoxin	: null	JUXSTAPOSE
4h3tg6hg	Chemical	coronavirus	Disease	emerging infectious disease	: null	JUXSTAPOSE
gcgc9g9x	Chemical	coronavirus	Disease	Severe acute respiratory syndrome	: null	JUXSTAPOSE
77cylm1o	Chemical	nelfinavir	Disease	HIV	: null	JUXSTAPOSE
77cylm1o	Chemical	nelfinavir	Disease	HIV	: null	JUXSTAPOSE
77cylm1o	Chemical	coronavirus	Disease	HIV	: null	JUXSTAPOSE
16upcncw	Chemical	coronavirus	Disease	Severe acute respiratory syndrome	: null	JUXSTAPOSE
6fq07ifm	Chemical	angiotensin	Disease	severe acute respiratory syndrome	: identified	NONE
6fq07ifm	Chemical	coronavirus	Disease	severe acute respiratory syndrome	: null	JUXSTAPOSE
st8k0yym	Chemical	coronavirus	Disease	Severe acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
72r6sl0u	Chemical	coronavirus	Disease	acute respiratory syndrome	: null	JUXSTAPOSE
5lzzobl3	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
5lzzobl3	Chemical	chloroquine	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
5lzzobl3	Chemical	chloroquine	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
5lzzobl3	Chemical	4-amino-quinoline	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
5lzzobl3	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
5lzzobl3	Chemical	chloroquine	Disease	acute malaria	: reached	NONE
5lzzobl3	Chemical	chloroquine	Disease	acute malaria	: reached	NONE
es9zk553	Chemical	coronavirus	Disease	acute respiratory syndrome	: null	JUXSTAPOSE
ue7v0yab	Chemical	coronavirus	Disease	acute respiratory syndrome	: null	JUXSTAPOSE
2bqeboy4	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
fe8a2bnc	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
ieucykbf	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
x0q49xld	Chemical	LAI	Disease	HIV	: null	JUXSTAPOSE
h8cemq2n	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
67brxejx	Chemical	coronavirus	Disease	acute respiratory syndrome	: null	JUXSTAPOSE
kxyuvtr9	Chemical	SPAG9 nucleotide	Disease	cancerous	: null	JUXSTAPOSE
jaom3p6s	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
ia7vhuz0	Chemical	coronavirus nucleocapsid	Disease	acute respiratory syndrome	: null	JUXSTAPOSE
ia7vhuz0	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
nv4ret1f	Chemical	HBsAg	Disease	hepatitis B virus	: null	JUXSTAPOSE
nv4ret1f	Chemical	HBsAg	Disease	HBV	: null	JUXSTAPOSE
nv4ret1f	Chemical	HBsAg	Disease	tumor	: null	JUXSTAPOSE
nv4ret1f	Chemical	serine	Disease	EBV	: null	JUXSTAPOSE
xnillpzd	Chemical	na	Disease	NS	: expressing	INJECT
19qg6uji	Chemical	hydroxytyrosol	Disease	HT	: null	JUXSTAPOSE
19qg6uji	Chemical	hydroxytyrosol	Disease	HIV	: null	JUXSTAPOSE
19qg6uji	Chemical	polyacrylamide	Disease	HIV	: null	JUXSTAPOSE
zwpmx63i	Chemical	amino acid	Disease	acute respiratory syndrome corona virus	: investigated	investigate in
zwpmx63i	Chemical	Montanide ISA-51/oligodeoxy nucleotide CpG	Disease	HIV	: elicit	NONE
cea11cyx	Chemical	coronavirus nucleocapsid	Disease	acute respiratory syndrome-coronavirus	: null	JUXSTAPOSE
mizmazcv	Chemical	coronavirus	Disease	acute respiratory syndrome	: null	NONE
cwt7dswz	Chemical	coronavirus	Disease	Severe acute respiratory syndrome	: null	JUXSTAPOSE
6kjjqsxu	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
os7kt6ut	Chemical	cis	Disease	influenza virus infection	: null	INJECT
bp3irxlh	Chemical	serine-rginine	Disease	MS	: null	JUXSTAPOSE
jofiua0v	Chemical	lipopolysaccharide	Disease	LPS	: null	JUXSTAPOSE
f6u7a5vq	Chemical	phosphate	Disease	kidney necrosis virus	: higher	higher
pl9vz93y	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
02ocz7bd	Chemical	KAA-2	Disease	influenza virus infection	: inhibits	DOWN-REGULATE_WEAK
g531o6dt	Chemical	CTP	Disease	PTD	: fused	fuse with
g531o6dt	Chemical	CTP	Disease	HIV TAT	: fused	fuse with
g531o6dt	Chemical	CTP	Disease	vE-PTD	: fused	PLAIN_FORM_WEAK
g531o6dt	Chemical	vE-CTP	Disease	PTD	: fused	fuse with
g531o6dt	Chemical	vE-CTP	Disease	HIV TAT	: fused	fuse with
g531o6dt	Chemical	vE-CTP	Disease	vE-PTD	: fused	PLAIN_FORM_WEAK
g531o6dt	Chemical	CTP	Disease	vE-PTD	: null	JUXSTAPOSE
xupvcbjm	Chemical	Distinct DDX DEAD	Disease	HIV	: cooperate	INTERACT_WITH_WEAK
xupvcbjm	Chemical	DDX	Disease	HIV	: cooperate	INTERACT_WITH_WEAK
xupvcbjm	Chemical	DDX DEAD	Disease	HIV	: cooperate	INTERACT_WITH_WEAK
wajt5xe0	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
shw799ts	Chemical	Cry4Ba	Disease	Bacillus thuringiensis	: null	JUXSTAPOSE
9yaarxhs	Chemical	N-acetylneuraminic acid	Disease	infectious diseases	: prevent	prevent
9yaarxhs	Chemical	N-acetylneuraminic acid	Disease	bacteremia	: null	JUXSTAPOSE
9yaarxhs	Chemical	Neu5Ac	Disease	infectious diseases	: prevent	prevent
9yaarxhs	Chemical	Neu5Ac	Disease	bacteremia	: null	JUXSTAPOSE
9yaarxhs	Chemical	lead	Disease	infectious diseases	: null	JUXSTAPOSE
9yaarxhs	Chemical	lead	Disease	bacteremia	: null	JUXSTAPOSE
asa4si5f	Chemical	angiotensin	Disease	lung adenocarcinoma	: null	JUXSTAPOSE
tkyngspy	Chemical	ACE2	Disease	rectum ECs	: expressed	express in
1209cafu	Chemical	Diamond-Blackfan	Disease	Diamond-Blackfan anemia	: null	JUXSTAPOSE
1209cafu	Chemical	Diamond-Blackfan	Disease	congenital disorder	: null	JUXSTAPOSE
1209cafu	Chemical	Diamond-Blackfan	Disease	inherited bone marrow failure syndromes	: overlap	overlap with
m9tn3qu0	Chemical	angiotensin II	Disease	hypertensive	: null	JUXSTAPOSE
m9tn3qu0	Chemical	angiotensin	Disease	hypertensive	: null	JUXSTAPOSE
5szqfufh	Chemical	PLpro	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
5szqfufh	Chemical	MP	Disease	acute lymphoblastic	: used	use in
5szqfufh	Chemical	MP	Disease	myeloblastic leukemia	: used	use in
4ic7amph	Chemical	LBPA	Disease	sphingomyelin and glycosphyngolipids	: point	NONE
4ic7amph	Chemical	amiodarone	Disease	sphingomyelin and glycosphyngolipids	: null	JUXSTAPOSE
4ic7amph	Chemical	LBPA	Disease	sphingomyelin and glycosphyngolipids	: null	JUXSTAPOSE
4ic7amph	Chemical	cholesterol	Disease	sphingomyelin and glycosphyngolipids	: null	JUXSTAPOSE
4ic7amph	Chemical	cholesterol	Disease	NPC	: null	JUXSTAPOSE
4ic7amph	Chemical	cholesterol	Disease	NPC	: null	JUXSTAPOSE
p18ea6n2	Chemical	Tylvalosin	Disease	attenuates acute lung injury	: null	JUXSTAPOSE
p18ea6n2	Chemical	lipopolysaccharide	Disease	LPS	: null	JUXSTAPOSE
p18ea6n2	Chemical	lipopolysaccharide	Disease	respiratory syndrome virus	: challenged	challenge with
p18ea6n2	Chemical	tylvalosin	Disease	lung injury	: null	JUXSTAPOSE
p18ea6n2	Chemical	tylvalosin	Disease	LPS	: null	JUXSTAPOSE
p18ea6n2	Chemical	tylvalosin	Disease	attenuated tissues injury	: null	JUXSTAPOSE
p18ea6n2	Chemical	tylvalosin	Disease	attenuates acute lung injury	: null	JUXSTAPOSE
cio86j4i	Chemical	methylene blue	Disease	S-59-攁motosalen	: designed	NONE
cio86j4i	Chemical	Inactine	Disease	S-59-攁motosalen	: null	JUXSTAPOSE
cio86j4i	Chemical	ethyleneimine	Disease	S-59-攁motosalen	: null	JUXSTAPOSE
jwxd4s75	Chemical	Cholesterol	Disease	vesicular stomatitis virus	: pseudotyped	NONE
jwxd4s75	Chemical	Cholesterol	Disease	HIV	: null	NONE
jwxd4s75	Chemical	cholesterol	Disease	leukemia	: (delivered	(delivered on
jwxd4s75	Chemical	cholesterol	Disease	HIV	: (delivered	(delivered on
jwxd4s75	Chemical	cholesterol	Disease	vesicular stomatitis virus	: (delivered	(delivered on
jwxd4s75	Chemical	methyl-beta-cyclodextrin	Disease	leukemia	: null	JUXSTAPOSE
jwxd4s75	Chemical	methyl-beta-cyclodextrin	Disease	HIV	: pseudotyped	pseudotype with
jwxd4s75	Chemical	methyl-beta-cyclodextrin	Disease	vesicular stomatitis virus	: pseudotyped	pseudotype with
6gz36joh	Chemical	Sch枚nlein purpura	Disease	Kawasaki Disease	: null	JUXSTAPOSE
xbzc4uwl	Chemical	Cryptosporidium	Disease	Avian influenza	: null	JUXSTAPOSE
u5nl86o7	Chemical	LC3-II	Disease	neurodegenerative	: used	METHOD_OF_WEAK
u5nl86o7	Chemical	LC3-II	Disease	neuromuscular diseases	: used	METHOD_OF_WEAK
o2tbqf4e	Chemical	carboxyl	Disease	Severe acute respiratory syndrome	: null	JUXSTAPOSE
o2tbqf4e	Chemical	coronavirus	Disease	acute respiratory syndrome coronavirus	: null	JUXSTAPOSE
w4qpyfp7	Chemical	coronavirus	Disease	acute respiratory syndrome	: resulting	result in
4x1ckr2i	Chemical	eIF3f	Disease	antagonism atrophy/hypertrophy	: null	JUXSTAPOSE
4x1ckr2i	Chemical	eIF3f	Disease	hypertrophy	: results	result in
4x1ckr2i	Chemical	eIF3f	Disease	atrophic conditions	: described	describe under
pd2min1o	Chemical	TCR	Disease	breast cancer	: null	JUXSTAPOSE
ql2askp2	Chemical	Ca2	Disease	endoplasmic reticulum stress	: null	JUXSTAPOSE
ql2askp2	Chemical	oxygen	Disease	endoplasmic reticulum stress	: null	JUXSTAPOSE
xy5vtjiz	Chemical	canine coronavirus	Disease	Babesia spp	: null	JUXSTAPOSE
sfyagtl6	Chemical	platinum	Disease	tumours	: null	JUXSTAPOSE
zqjiiy4l	Chemical	coronavirus OC43	Disease	acute respiratory syndrome	: null	JUXSTAPOSE
gs52k4lq	Chemical	influenza vaccine	Disease	tumors	: grow	NONE
v6a9yjio	Chemical	swine	Disease	infect cattle	: null	JUXSTAPOSE
1vp8r4er	Chemical	MVA	Disease	MVA-MERS-S Abstract Modified Vaccinia Virus Ankara	: null	JUXSTAPOSE
1vp8r4er	Chemical	MVA	Disease	MVA	: null	JUXSTAPOSE
1vp8r4er	Chemical	MVA	Disease	replication-deficient	: attenuated	attenuate
1vp8r4er	Chemical	MVA candidate vaccine	Disease	Middle Eastern Respiratory Syndrome	: null	JUXSTAPOSE
1vp8r4er	Chemical	MVA candidate vaccine	Disease	MVA-MERS-S	: null	JUXSTAPOSE
1vp8r4er	Chemical	MVA	Disease	Middle Eastern Respiratory Syndrome	: null	JUXSTAPOSE
1vp8r4er	Chemical	MVA	Disease	MVA-MERS-S	: null	JUXSTAPOSE
9sa4mkun	Chemical	ethylene glycol	Disease	respiratory syncytial virus	: null	JUXSTAPOSE
xcohtt4o	Chemical	PGA	Disease	hepatitis C virus	: displayed	display against
9484yusi	Chemical	oxygen	Disease	acute lung trauma	: demonstrate	NONE
2lxab3u2	Chemical	TCP scaffold	Disease	osteonecrosis	: null	JUXSTAPOSE
2lxab3u2	Chemical	steroid	Disease	osteonecrosis	: null	JUXSTAPOSE
2lxab3u2	Chemical	Steroid	Disease	osteonecrosis	: null	JUXSTAPOSE
2lxab3u2	Chemical	tricalcium phosphate	Disease	bone defect filler	: investigated	investigate as
2lxab3u2	Chemical	flavonoids	Disease	bone defect filler	: investigated	investigate as
mxtk0xmk	Chemical	Magnesium	Disease	supplementation attenuates steroid-associated osteonecrosis	: null	JUXSTAPOSE
mxtk0xmk	Chemical	vitamin C	Disease	supplementation attenuates steroid-associated osteonecrosis	: null	JUXSTAPOSE
mxtk0xmk	Chemical	steroid	Disease	supplementation attenuates steroid-associated osteonecrosis	: null	JUXSTAPOSE
mxtk0xmk	Chemical	magnesium	Disease	osteonecrosis	: preventing	prevent in
mxtk0xmk	Chemical	Mg	Disease	osteonecrosis	: preventing	prevent in
mxtk0xmk	Chemical	vitamin C	Disease	osteonecrosis	: preventing	prevent in
mxtk0xmk	Chemical	steroid	Disease	osteonecrosis	: null	JUXSTAPOSE
mxtk0xmk	Chemical	Mg	Disease	bone turnover	: null	JUXSTAPOSE
tu61ux95	Chemical	glutathione	Disease	cancer	: inhibiting	NONE
tu61ux95	Chemical	glutathione	Disease	cancer	: inhibiting	NONE
0zeppske	Chemical	coronavirus	Disease	infect the upper respiratory	: null	JUXSTAPOSE
0zeppske	Chemical	coronavirus	Disease	gastrointestinal tracts	: infect	INJECT_WEAK
0zeppske	Chemical	HCoV-OC43	Disease	infect the upper respiratory	: null	JUXSTAPOSE
0zeppske	Chemical	HCoV-OC43	Disease	gastrointestinal tracts	: infect	INJECT_WEAK
0zeppske	Chemical	coronavirus	Disease	coronavirus infection	: null	JUXSTAPOSE
0zeppske	Chemical	coronavirus	Disease	bronchitis	: cause	cause
0zeppske	Chemical	coronavirus	Disease	respiratory tract infection	: cause	cause
